dataset,route,n,n_noise,full_auc,full_auc_dir,k,added,auc,auc_dir,features
garbled,iforest,14611,1461,0.9323445319758591,0.9323445319758591,2,loss_mean,0.9756949378388154,0.9756949378388154,loss_curvature+loss_mean
garbled,iforest,14611,1461,0.9323445319758591,0.9323445319758591,3,loss_last,0.9771919852801482,0.9771919852801482,loss_curvature+loss_mean+loss_last
garbled,iforest,14611,1461,0.9323445319758591,0.9323445319758591,4,loss_slope,0.9772751097612709,0.9772751097612709,loss_curvature+loss_mean+loss_last+loss_slope
garbled,iforest,14611,1461,0.9323445319758591,0.9323445319758591,5,loss_min,0.9777850995333682,0.9777850995333682,loss_curvature+loss_mean+loss_last+loss_slope+loss_min
garbled,iforest,14611,1461,0.9323445319758591,0.9323445319758591,6,grad_norm_slope,0.9800987916500755,0.9800987916500755,loss_curvature+loss_mean+loss_last+loss_slope+loss_min+grad_norm_slope
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,1,converge_epoch,0.6429886295911701,0.6429886295911701,converge_epoch
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,2,loss_slope,0.6008341856585546,0.6008341856585546,converge_epoch+loss_slope
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,3,cos_ref_last,0.632180339004224,0.632180339004224,converge_epoch+loss_slope+cos_ref_last
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,4,loss_std,0.6587639072149656,0.6587639072149656,converge_epoch+loss_slope+cos_ref_last+loss_std
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,5,loss_min,0.6711018808410303,0.6711018808410303,converge_epoch+loss_slope+cos_ref_last+loss_std+loss_min
keyword,rf,14611,1461,0.6759175573790543,0.6759175573790543,6,text_nn_sim,0.6798908763464787,0.6798908763464787,converge_epoch+loss_slope+cos_ref_last+loss_std+loss_min+text_nn_sim
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,1,converge_epoch,0.6357604172359679,0.6357604172359679,converge_epoch
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,2,grad_norm_last,0.6567978596877496,0.6567978596877496,converge_epoch+grad_norm_last
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,3,loss_slope,0.6648371993764363,0.6648371993764363,converge_epoch+grad_norm_last+loss_slope
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,4,loss_min,0.6639083080238286,0.6639083080238286,converge_epoch+grad_norm_last+loss_slope+loss_min
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,5,loss_std,0.6653375077750278,0.6653375077750278,converge_epoch+grad_norm_last+loss_slope+loss_min+loss_std
keyword,iforest,14611,1461,0.5900625906002192,0.5900625906002192,6,loss_last,0.658229245555547,0.658229245555547,converge_epoch+grad_norm_last+loss_slope+loss_min+loss_std+loss_last
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,1,loss_curvature,0.6321523585960206,0.6321523585960206,loss_curvature
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,2,text_nn_sim,0.7708266264252178,0.7708266264252178,loss_curvature+text_nn_sim
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,3,cos_ref_mean,0.803059760680485,0.803059760680485,loss_curvature+text_nn_sim+cos_ref_mean
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,4,loss_rank,0.8182200344926703,0.8182200344926703,loss_curvature+text_nn_sim+cos_ref_mean+loss_rank
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,5,cos_ref_last,0.8247039379131935,0.8247039379131935,loss_curvature+text_nn_sim+cos_ref_mean+loss_rank+cos_ref_last
mixed,rf,14819,1400,0.8379079503475882,0.8379079503475882,6,update_contrib_mean,0.8308665484973332,0.8308665484973332,loss_curvature+text_nn_sim+cos_ref_mean+loss_rank+cos_ref_last+update_contrib_mean
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,1,loss_curvature,0.6721745020386871,0.6721745020386871,loss_curvature
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,2,text_nn_sim,0.7838203826131392,0.7838203826131392,loss_curvature+text_nn_sim
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,3,loss_slope,0.791034141356073,0.791034141356073,loss_curvature+text_nn_sim+loss_slope
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,4,loss_mean,0.7946466896617802,0.7946466896617802,loss_curvature+text_nn_sim+loss_slope+loss_mean
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,5,cos_ref_last,0.7872435672234465,0.7872435672234465,loss_curvature+text_nn_sim+loss_slope+loss_mean+cos_ref_last
mixed,iforest,14819,1400,0.7141681304759775,0.7141681304759775,6,loss_rank,0.7830552627936933,0.7830552627936933,loss_curvature+text_nn_sim+loss_slope+loss_mean+cos_ref_last+loss_rank
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,1,converge_epoch,0.6365417457182043,0.6365417457182043,converge_epoch
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,2,loss_slope,0.5931076167945806,0.5931076167945806,converge_epoch+loss_slope
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,3,loss_mean,0.6259727828483538,0.6259727828483538,converge_epoch+loss_slope+loss_mean
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,4,text_nn_sim,0.6622337947600867,0.6622337947600867,converge_epoch+loss_slope+loss_mean+text_nn_sim
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,5,cos_ref_last,0.6808989884005695,0.6808989884005695,converge_epoch+loss_slope+loss_mean+text_nn_sim+cos_ref_last
near_duplicate,rf,14611,1461,0.6963892640854875,0.6963892640854875,6,cos_ref_slope,0.6904520316570505,0.6904520316570505,converge_epoch+loss_slope+loss_mean+text_nn_sim+cos_ref_last+cos_ref_slope
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,1,converge_epoch,0.6390649667007596,0.6390649667007596,converge_epoch
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,2,grad_norm_last,0.6506000629809781,0.6506000629809781,converge_epoch+grad_norm_last
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,3,loss_slope,0.6499520095356324,0.6499520095356324,converge_epoch+grad_norm_last+loss_slope
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,4,loss_curvature,0.6478899290292861,0.6478899290292861,converge_epoch+grad_norm_last+loss_slope+loss_curvature
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,5,text_nn_sim,0.6444361771066747,0.6444361771066747,converge_epoch+grad_norm_last+loss_slope+loss_curvature+text_nn_sim
near_duplicate,iforest,14611,1461,0.6074913010777034,0.6074913010777034,6,loss_last,0.6470691723726912,0.6470691723726912,converge_epoch+grad_norm_last+loss_slope+loss_curvature+text_nn_sim+loss_last
template,rf,14611,1461,0.994047985259328,0.994047985259328,1,loss_curvature,0.9301496969365739,0.9301496969365739,loss_curvature
template,rf,14611,1461,0.994047985259328,0.994047985259328,2,cos_ref_mean,0.9702090864374887,0.9702090864374887,loss_curvature+cos_ref_mean
template,rf,14611,1461,0.994047985259328,0.994047985259328,3,grad_norm_slope,0.9860484641229638,0.9860484641229638,loss_curvature+cos_ref_mean+grad_norm_slope
template,rf,14611,1461,0.994047985259328,0.994047985259328,4,text_nn_sim,0.9910368698974347,0.9910368698974347,loss_curvature+cos_ref_mean+grad_norm_slope+text_nn_sim
template,rf,14611,1461,0.994047985259328,0.994047985259328,5,grad_norm_mean,0.9931226853839887,0.9931226853839887,loss_curvature+cos_ref_mean+grad_norm_slope+text_nn_sim+grad_norm_mean
template,rf,14611,1461,0.994047985259328,0.994047985259328,6,loss_rank,0.9935461934244736,0.9935461934244736,loss_curvature+cos_ref_mean+grad_norm_slope+text_nn_sim+grad_norm_mean+loss_rank
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,1,loss_min,0.158986422654414,0.841013577345586,loss_min
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,2,converge_epoch,0.14512147260978078,0.8548785273902192,loss_min+converge_epoch
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,3,grad_norm_slope,0.12526351813826148,0.8747364818617385,loss_min+converge_epoch+grad_norm_slope
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,4,loss_last,0.12671575018933331,0.8732842498106667,loss_min+converge_epoch+grad_norm_slope+loss_last
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,5,grad_norm_last,0.13390677253717048,0.8660932274628295,loss_min+converge_epoch+grad_norm_slope+loss_last+grad_norm_last
template,iforest,14611,1461,0.5509355277779947,0.5509355277779947,6,grad_norm_std,0.15793229805097297,0.842067701949027,loss_min+converge_epoch+grad_norm_slope+loss_last+grad_norm_last+grad_norm_std
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,1,converge_epoch,0.6579570740390848,0.6579570740390848,converge_epoch
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,2,loss_std,0.6498222739256146,0.6498222739256146,converge_epoch+loss_std
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,3,grad_norm_cv,0.7180065479397152,0.7180065479397152,converge_epoch+loss_std+grad_norm_cv
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,4,cos_ref_last,0.7453477617028808,0.7453477617028808,converge_epoch+loss_std+grad_norm_cv+cos_ref_last
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,5,text_nn_sim,0.7619024679694881,0.7619024679694881,converge_epoch+loss_std+grad_norm_cv+cos_ref_last+text_nn_sim
truncation,rf,14611,1461,0.7866108426178224,0.7866108426178224,6,grad_norm_slope,0.7735187108158118,0.7735187108158118,converge_epoch+loss_std+grad_norm_cv+cos_ref_last+text_nn_sim+grad_norm_slope
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,1,loss_slope,0.6342988681641566,0.6342988681641566,loss_slope
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,2,grad_norm_slope,0.6403023086952788,0.6403023086952788,loss_slope+grad_norm_slope
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,3,cos_ref_last,0.6496929807439562,0.6496929807439562,loss_slope+grad_norm_slope+cos_ref_last
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,4,loss_std,0.6476689490764959,0.6476689490764959,loss_slope+grad_norm_slope+cos_ref_last+loss_std
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,5,converge_epoch,0.6501375431692966,0.6501375431692966,loss_slope+grad_norm_slope+cos_ref_last+loss_std+converge_epoch
truncation,iforest,14611,1461,0.5726686497867235,0.5726686497867235,6,grad_norm_cv,0.6545182085294983,0.6545182085294983,loss_slope+grad_norm_slope+cos_ref_last+loss_std+converge_epoch+grad_norm_cv
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,1,text_nn_sim,0.7193122321031221,0.7193122321031221,text_nn_sim
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,2,loss_curvature,0.8960643655186952,0.8960643655186952,text_nn_sim+loss_curvature
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,3,update_contrib_mean,0.9198902517417363,0.9198902517417363,text_nn_sim+loss_curvature+update_contrib_mean
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,4,loss_std,0.9336575292197905,0.9336575292197905,text_nn_sim+loss_curvature+update_contrib_mean+loss_std
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,5,loss_rank,0.9374091655540895,0.9374091655540895,text_nn_sim+loss_curvature+update_contrib_mean+loss_std+loss_rank
unrelated,rf,14611,1461,0.9436495134589308,0.9436495134589308,6,cos_ref_last,0.940414217044943,0.940414217044943,text_nn_sim+loss_curvature+update_contrib_mean+loss_std+loss_rank+cos_ref_last
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,1,text_nn_sim,0.7835745088394583,0.7835745088394583,text_nn_sim
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,2,loss_std,0.846343017309359,0.846343017309359,text_nn_sim+loss_std
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,3,loss_slope,0.839656701618507,0.839656701618507,text_nn_sim+loss_std+loss_slope
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,4,grad_norm_slope,0.828709020073235,0.828709020073235,text_nn_sim+loss_std+loss_slope+grad_norm_slope
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,5,loss_last,0.8101626835101746,0.8101626835101746,text_nn_sim+loss_std+loss_slope+grad_norm_slope+loss_last
unrelated,iforest,14611,1461,0.6391792173182076,0.6391792173182076,6,grad_norm_last,0.7916402901289028,0.7916402901289028,text_nn_sim+loss_std+loss_slope+grad_norm_slope+loss_last+grad_norm_last
