dataset,feature,existing,auc
near_duplicate,hard_pos_std_mean,0,0.5184866491742552
near_duplicate,hard_pos_peak,0,0.5205838092298195
near_duplicate,hard_pos_jaccard,0,0.5065712301281062
near_duplicate,hard_id_uniq,0,0.5227195554869579
template,loss_mean,1,0.1005653193421871
template,loss_last,1,0.2118985902150462
template,loss_std,1,0.1350693181137978
template,loss_slope,1,0.8678405071790507
template,loss_curvature,1,0.5252755678047485
template,converge_epoch,1,0.37787754103523025
template,grad_norm_mean,1,0.17363548587742655
template,grad_norm_cv,1,0.6107134287417076
template,cos_sim_ref_mean,1,0.13000091088191587
template,cos_sim_ref_std,0,0.6538112600619921
template,cos_sim_global_mean,1,0.4476793108532986
template,cos_sim_global_std,0,0.6642139564483329
template,update_contrib_mean,1,0.16795428934294185
template,tokens,0,0.10600760456273767
template,first_step,0,0.5080432694935236
template,ln_mean,0,0.4922686664008179
template,ln_std,0,0.4928556011967581
template,ln_first10,0,0.4902189890165611
template,max_token_loss,1,0.12043139373360086
template,max_token_loss_std,0,0.19835236919277666
template,max_token_loss_curv,0,0.41241511035653655
template,frac_hard,1,0.13845693779904308
template,frac_hard_std,0,0.14599089365642845
template,frac_hard_curv,0,0.2908068374749189
template,mean_loss,0,0.10745099552400063
template,mean_loss_std,0,0.12090986263312241
template,mean_loss_curv,0,0.23303750578793023
template,user_loss,1,0.4865236417147505
template,user_loss_std,0,0.482178677922782
template,user_loss_curv,0,0.5058707353909306
template,entropy,1,0.13916113597777435
template,entropy_std,0,0.12943741318104646
template,entropy_curv,0,0.28470057107578334
template,token_loss_skew,1,0.61648702517561
template,token_loss_skew_std,0,0.1715347253130019
template,token_loss_skew_curv,0,0.5175726145093562
template,token_loss_kurt,0,0.4849778431410492
template,token_loss_kurt_std,0,0.17871006443872517
template,token_loss_kurt_curv,0,0.49239313427637044
template,n_hard,0,0.11363636363636365
template,hard_loss_mean,0,0.09617610742398518
template,hard_loss_max,0,0.12043139373360086
template,hard_pos_std_mean,0,0.11363636363636365
template,hard_pos_peak,0,0.33266900756289547
template,hard_pos_jaccard,0,0.8083133971291866
template,hard_id_uniq,0,0.13098086124401914
truncation,loss_mean,1,0.5710010592255422
truncation,loss_last,1,0.4512025463053328
truncation,loss_std,1,0.7586942117358025
truncation,loss_slope,1,0.24158816165811742
truncation,loss_curvature,1,0.6702566344734971
truncation,converge_epoch,1,0.58670604279063
truncation,grad_norm_mean,1,0.6855598670632908
truncation,grad_norm_cv,1,0.513118937755535
truncation,cos_sim_ref_mean,1,0.5937442191529839
truncation,cos_sim_ref_std,0,0.5036703856674032
truncation,cos_sim_global_mean,1,0.45158314752314094
truncation,cos_sim_global_std,0,0.5087406243363571
truncation,update_contrib_mean,1,0.6869312908758259
truncation,tokens,0,0.3476383954945178
truncation,first_step,0,0.5080432694935236
truncation,ln_mean,0,0.4915572128814906
truncation,ln_std,0,0.4951995813247184
truncation,ln_first10,0,0.4928610831531336
truncation,max_token_loss,1,0.5321230128106189
truncation,max_token_loss_std,0,0.7357404692082112
truncation,max_token_loss_curv,0,0.7106613674949838
truncation,frac_hard,1,0.5750038586201575
truncation,frac_hard_std,0,0.7258296033338477
truncation,frac_hard_curv,0,0.6825185213767557
truncation,mean_loss,0,0.5585970057107579
truncation,mean_loss_std,0,0.7451497144621082
truncation,mean_loss_curv,0,0.7416422287390029
truncation,user_loss,1,0.4929713821012276
truncation,user_loss_std,0,0.4945862215854084
truncation,user_loss_curv,0,0.5120512721217519
truncation,entropy,1,0.5226076555023924
truncation,entropy_std,0,0.633928847044297
truncation,entropy_curv,0,0.585082574471369
truncation,token_loss_skew,1,0.4907602895005414
truncation,token_loss_skew_std,0,0.4972499006692168
truncation,token_loss_skew_curv,0,0.5547448951768088
truncation,token_loss_kurt,0,0.46778566364649143
truncation,token_loss_kurt_std,0,0.4776992653417369
truncation,token_loss_kurt_curv,0,0.5378586620338269
truncation,n_hard,0,0.3917155425219942
truncation,hard_loss_mean,0,0.5045300200648248
truncation,hard_loss_max,0,0.5321230128106189
truncation,hard_pos_std_mean,0,0.3513466584349436
truncation,hard_pos_peak,0,0.4409225960796419
truncation,hard_pos_jaccard,0,0.6510109584812471
truncation,hard_id_uniq,0,0.3800509337860781
