dataset,feature,existing,auc
garbled,grad_norm_mean,1,0.8357706469760345
garbled,grad_norm_cv,1,0.1638450742538152
garbled,cos_sim_ref_mean,1,0.6009298974599557
garbled,cos_sim_ref_std,0,0.24490000275963208
garbled,cos_sim_global_mean,1,0.5383239327454582
garbled,cos_sim_global_std,0,0.4245933290936583
garbled,update_contrib_mean,1,0.8438889918275467
garbled,tokens,0,0.6795058878722054
garbled,first_step,0,0.4959196375420351
garbled,ln_mean,0,0.4885418577222671
garbled,ln_std,0,0.4919672558648257
garbled,ln_first10,0,0.48838782610037645
garbled,max_token_loss,1,0.8120889345182714
garbled,max_token_loss_std,0,0.48959703551605765
garbled,max_token_loss_curv,0,0.4726932208283872
garbled,frac_hard,1,0.9507764124610993
garbled,frac_hard_std,0,0.8686114408546954
garbled,frac_hard_curv,0,0.7228456158362476
garbled,mean_loss,0,0.9409669864288236
garbled,mean_loss_std,0,0.7944672591356797
garbled,mean_loss_curv,0,0.6908787577400622
garbled,user_loss,1,0.9025672877846791
garbled,user_loss_std,0,0.38371842650103516
garbled,user_loss_curv,0,0.5746997929606625
garbled,entropy,1,0.9703471397863261
garbled,entropy_std,0,0.8604703391189964
garbled,entropy_curv,0,0.8295742564727776
garbled,token_loss_skew,1,0.05895372233400403
garbled,token_loss_skew_std,0,0.2643219315895372
garbled,token_loss_skew_curv,0,0.5571187122736418
garbled,token_loss_kurt,0,0.09692555331991953
garbled,token_loss_kurt_std,0,0.16688128772635816
garbled,token_loss_kurt_curv,0,0.5650382293762575
garbled,n_hard,0,0.6210457505855176
garbled,hard_loss_mean,0,0.8590787320735347
garbled,hard_loss_max,0,0.8120889345182714
garbled,hard_pos_std_mean,0,0.687971221405884
garbled,hard_pos_peak,0,0.685087747441368
garbled,hard_pos_jaccard,0,0.24685986075908756
garbled,hard_id_uniq,0,0.8199854021624049
keyword,loss_mean,1,0.6576143177598095
keyword,loss_last,1,0.5957127144135584
keyword,loss_std,1,0.6602245354947822
keyword,loss_slope,1,0.3315516622841081
keyword,loss_curvature,1,0.6080926211379934
keyword,converge_epoch,1,0.6382918172965855
keyword,grad_norm_mean,1,0.6375564246206491
keyword,grad_norm_cv,1,0.42477469575056076
keyword,cos_sim_ref_mean,1,0.5730022234750076
keyword,cos_sim_ref_std,0,0.474598572087504
keyword,cos_sim_global_mean,1,0.4928736697909505
keyword,cos_sim_global_std,0,0.4743496358304051
keyword,update_contrib_mean,1,0.6395871196142824
keyword,tokens,0,0.5173889346637388
keyword,first_step,0,0.4959196375420351
keyword,ln_mean,0,0.4908720188154029
keyword,ln_std,0,0.4864348792489035
keyword,ln_first10,0,0.4865259923662838
keyword,max_token_loss,1,0.63163319323687
keyword,max_token_loss_std,0,0.6468085277038084
keyword,max_token_loss_curv,0,0.5066973595559691
keyword,frac_hard,1,0.6669647726908146
keyword,frac_hard_std,0,0.7054284705957843
keyword,frac_hard_curv,0,0.6517854278289326
keyword,mean_loss,0,0.6757996727517726
keyword,mean_loss_std,0,0.7041371234239148
keyword,mean_loss_curv,0,0.6042061022169463
keyword,user_loss,1,0.5165392354124748
keyword,user_loss_std,0,0.4053521126760563
keyword,user_loss_curv,0,0.5844668008048289
keyword,entropy,1,0.6767461259584845
keyword,entropy_std,0,0.6692867913632135
keyword,entropy_curv,0,0.5707754499663127
keyword,token_loss_skew,1,0.36700201207243455
keyword,token_loss_skew_std,0,0.4220040241448692
keyword,token_loss_skew_curv,0,0.52358953722334
keyword,token_loss_kurt,0,0.37382696177062374
keyword,token_loss_kurt_std,0,0.4085714285714286
keyword,token_loss_kurt_curv,0,0.5105915492957747
keyword,n_hard,0,0.5272987583817254
keyword,hard_loss_mean,0,0.6340033366485931
keyword,hard_loss_max,0,0.63163319323687
keyword,hard_pos_std_mean,0,0.5164225672944271
keyword,hard_pos_peak,0,0.505033045654336
keyword,hard_pos_jaccard,0,0.4894967756424653
keyword,hard_id_uniq,0,0.5180989123808912
mixed,loss_mean,1,
mixed,loss_last,1,
mixed,loss_std,1,
mixed,loss_slope,1,
mixed,loss_curvature,1,
mixed,converge_epoch,1,
mixed,grad_norm_mean,1,
mixed,grad_norm_cv,1,
mixed,cos_sim_ref_mean,1,
mixed,cos_sim_ref_std,0,
mixed,cos_sim_global_mean,1,
mixed,cos_sim_global_std,0,
mixed,update_contrib_mean,1,
mixed,tokens,0,
mixed,first_step,0,
mixed,ln_mean,0,
mixed,ln_std,0,
mixed,ln_first10,0,
mixed,max_token_loss,1,
mixed,max_token_loss_std,0,
mixed,max_token_loss_curv,0,
mixed,frac_hard,1,
mixed,frac_hard_std,0,
mixed,frac_hard_curv,0,
mixed,mean_loss,0,
mixed,mean_loss_std,0,
mixed,mean_loss_curv,0,
mixed,user_loss,1,
mixed,user_loss_std,0,
mixed,user_loss_curv,0,
mixed,entropy,1,
mixed,entropy_std,0,
mixed,entropy_curv,0,
mixed,token_loss_skew,1,
mixed,token_loss_skew_std,0,
mixed,token_loss_skew_curv,0,
mixed,token_loss_kurt,0,
mixed,token_loss_kurt_std,0,
mixed,token_loss_kurt_curv,0,
mixed,n_hard,0,
mixed,hard_loss_mean,0,
mixed,hard_loss_max,0,
mixed,hard_pos_std_mean,0,
mixed,hard_pos_peak,0,
mixed,hard_pos_jaccard,0,
mixed,hard_id_uniq,0,
unrelated,loss_mean,1,0.732829667622025
unrelated,loss_last,1,0.5661238404617259
unrelated,loss_std,1,0.840273085308113
unrelated,loss_slope,1,0.15422322269836827
unrelated,loss_curvature,1,0.6680122172855469
unrelated,converge_epoch,1,0.7351681601532778
unrelated,grad_norm_mean,1,0.7668553400852332
unrelated,grad_norm_cv,1,0.43919584320558863
unrelated,cos_sim_ref_mean,1,0.6093184891408477
unrelated,cos_sim_ref_std,0,0.4766028534595931
unrelated,cos_sim_global_mean,1,0.5069159974209744
unrelated,cos_sim_global_std,0,0.4971459238474237
unrelated,update_contrib_mean,1,0.757487966032871
unrelated,tokens,0,0.494086798314259
unrelated,first_step,0,0.4959196375420351
unrelated,ln_mean,0,0.4815147709103615
unrelated,ln_std,0,0.4818559751903236
unrelated,ln_first10,0,0.4790163324962007
unrelated,max_token_loss,1,0.6134420417722737
unrelated,max_token_loss_std,0,0.48665741602232987
unrelated,max_token_loss_curv,0,0.3353813083512464
unrelated,frac_hard,1,0.6183908691327922
unrelated,frac_hard_std,0,0.6159886425615195
unrelated,frac_hard_curv,0,0.5726843979595111
unrelated,mean_loss,0,0.618771856652443
unrelated,mean_loss_std,0,0.6408771535820849
unrelated,mean_loss_curv,0,0.5724517950527768
unrelated,user_loss,1,0.49315090543259554
unrelated,user_loss_std,0,0.4415372233400403
unrelated,user_loss_curv,0,0.4230744466800805
unrelated,entropy,1,0.6159164554525329
unrelated,entropy_std,0,0.6258301517533447
unrelated,entropy_curv,0,0.5143732554781995
unrelated,token_loss_skew,1,0.5271836734693878
unrelated,token_loss_skew_std,0,0.6109959183673469
unrelated,token_loss_skew_curv,0,0.48831020408163256
unrelated,token_loss_kurt,0,0.5327591836734694
unrelated,token_loss_kurt_std,0,0.5745061224489796
unrelated,token_loss_kurt_curv,0,0.5483183673469387
unrelated,n_hard,0,0.40680243190349374
unrelated,hard_loss_mean,0,0.5509400365748018
unrelated,hard_loss_max,0,0.6134420417722737
unrelated,hard_pos_std_mean,0,0.4284866373640476
unrelated,hard_pos_peak,0,0.4314422984375501
unrelated,hard_pos_jaccard,0,0.5301782219512978
unrelated,hard_id_uniq,0,0.4367119573935641
